nome_empresarial,bairro,ano,lat,lng,tipo
BAR E LANCHONETE MEKA LTDA,CENTRO,1982-11-01,-25.4371593,-49.2689599,Bar/Choperia
SAMIR TAOUIL,CENTRO,1982-12-15,-25.4376562,-49.2782426,Bar/Choperia
GAVIORNO DE ANDRADE & CIA LTDA,CENTRO,1998-09-30,-25.4333077,-49.2634387,Bar/Choperia
ATHENACYBER CAFE,CENTRO,2010-04-30,-25.4314989,-49.2724652,Café
AGUA NA BOCA LANCHES LTDA,BATEL,1987-09-14,-25.4403199,-49.2845401,Lanchonete
ELIZA MARIA LORENA,CENTRO,2008-10-21,-25.4300933,-49.2634788,Restaurante
MARABA COMERCIO E SERVICOS LTDA,CENTRO,1995-04-20,-25.4297024,-49.2691677,Típico
VILLA ITÁLIA,CENTRO,2004-06-14,-25.4297505,-49.2656483,Lanchonete
CASA DO PASTEL,CENTRO,2005-03-01,-25.4308492,-49.2624131,Pastelaria
F. SIMAS SANDUÍCHES LTDA,CENTRO,2003-03-05,-25.4314691,-49.2695435,Lanchonete
NINNA'S GRILL,CENTRO,2011-12-19,-25.4316042,-49.26072,Churrascaria/Grill
SARES - SOCIEDADE ADMINISTRADORA DE RESTAURANTES LTDA,CENTRO,1999-09-27,-25.4349518,-49.2748771,Bar/Choperia
L CORREA RESTAURANTE LTDA,CENTRO,1999-08-13,-25.4279019,-49.2683262,Restaurante
VALDECI FERNANDES DE SOUZA RESTAURANTE,CENTRO,2006-05-02,-25.4304622,-49.2696548,Lanchonete
CAFE CORRADIN,CENTRO,2005-10-31,-25.4352247,-49.2714241,Café
REI DO GRILL RESTAURANTE LTDA,CENTRO,2000-03-24,-25.43112,-49.2787232,Churrascaria/Grill
RESTAURANTE YUN GONG LTDA,BATEL,2000-05-15,-25.4444693,-49.2900896,Restaurante
FAMILIA CERUTTI,CENTRO,2009-02-11,-25.4368904,-49.2779624,Restaurante
CAFE DO TOP,BATEL,2013-01-03,-25.4431516,-49.2908574,Café
RAYTO DEL SOL SUCOS NATURAIS LTDA,TATUQUARA,1987-08-24,-25.4131985,-49.2216005,Lanchonete
WILLE ALIMENTOS LIMITADA,CENTRO,1990-07-26,-25.4305133,-49.2683317,Lanchonete
M S  NEVES & CIA LTDA,CENTRO,1994-06-15,-25.4324616,-49.2690702,Lanchonete
NEUSA MARIA FONSECA CABRAL,CENTRO,1998-12-23,-25.4350427,-49.269328,Lanchonete
CASA BLANCA,CENTRO,1988-06-20,-25.4328803,-49.2640546,Jogo
PASTELARIA E LANCHONETE GENEVE LTDA,CENTRO,1998-11-06,-25.4341346,-49.2788846,Pastelaria
BOMBOCINE CRT COMERCIO DE ALIMENTOS LTDA.,CENTRO,2009-03-13,-25.4412212,-49.27769,Lanchonete
RESTAURANTE E LANCHONETE HAVANA S LTDA,CENTRO,2001-03-14,-25.4296069,-49.2691935,Lanchonete
RESTAURANTE BALAIO DE FRANGO LTDA,CENTRO,1983-06-06,-25.4274476,-49.2621729,Restaurante
NINKI PASTEL,CENTRO,1991-06-02,-25.4328083,-49.272173,Pastelaria
JOSE CARLOS DIAS DA ROCHA,TATUQUARA,1991-10-01,-25.5542268,-49.2945159,Mercado/Mercearia
ARA & BIA RESTAURENTE LTDA,CENTRO,1999-11-09,-25.4346702,-49.2753717,Restaurante
MASCARENHAS COM DE ALIMENTO LTDA,BATEL,1991-10-01,-25.4374694,-49.280782,Bar/Choperia
SADEK HASSAN GHARBAQUI,CENTRO,2000-08-01,-25.4312657,-49.2778283,Jogo
RESTAURANTE CASA DE MARANELLO LTDA,BATEL,2000-09-15,-25.442464,-49.2890315,Restaurante
ARROZ INTEGRAL COMERCIO DE PRODUTOS NATURAIS LTDA,CENTRO,1999-05-28,-25.4324899,-49.2822759,Restaurante
LANCHONETE E RESTAURANTE BENI LTDA,CENTRO,1997-03-16,-25.4369881,-49.2707706,Lanchonete
RESTAURANTE AROMA CRISTAL GRILL LTDA,BATEL,2001-11-01,-25.4385486,-49.2817057,Churrascaria/Grill
VERMELHO COMERCIO DE ALIMENTOS LTDA,CENTRO,2002-02-18,-25.4376856,-49.2782102,Restaurante
RESTAURANTE MALINDI LTDA,CENTRO,2001-09-01,-25.4373617,-49.2751258,Bar/Choperia
ALLEGRO RESTAURANTES LTDA,CENTRO,1991-11-01,-25.4324616,-49.2690702,Restaurante
LANCHONETE MIRANTE LTDA,CENTRO,1982-12-15,-25.4305011,-49.2698271,Lanchonete
ISABELA RISSI APOLO,CENTRO,2002-04-03,-25.4334888,-49.2797239,Restaurante
RESTADIONE FLIS LTDA,CENTRO,2001-11-05,-25.4345923,-49.2763081,Restaurante
RESTAURANTE CAMBRIDGE LTDA,CENTRO,2002-05-10,-25.4341896,-49.2733294,Bar/Choperia
RESTAURANTE YORK LTDA,CENTRO,2002-05-10,-25.4341658,-49.2647445,Bar/Choperia
LANCHONETE E PASTELARIA MEI HAU LTDA,CENTRO,2000-04-18,-25.4345677,-49.2727292,Pastelaria
RESTAURANTE SHIMIZU LTDA,CENTRO,2002-07-25,-25.4338142,-49.2794519,Restaurante
V MARJANSKI,CENTRO,2002-04-22,-25.4311227,-49.2644187,Lanchonete
N & S RESTAURANTE E LANCHONETE LTDA ME,CENTRO,1991-09-16,-25.4301849,-49.2663313,Lanchonete
GRANDE STORE COMERCIAL LTDA,BATEL,1999-11-01,-25.442868,-49.2886926,Bar/Choperia
RESTAURANTE E LANCHONETE MATA FOME LTDA,CENTRO,2002-05-17,-25.4334937,-49.2721824,Pizzaria
RESTUARANTE E LANCHONETE DE CASA - DE ALINE MARIA LIMA DA SILVA,CENTRO,2001-09-12,-25.4372438,-49.2708712,Lanchonete
LADIMIR FERREIRA PASTELARIA,CENTRO,1987-09-01,-25.4370971,-49.2692471,Pastelaria
BOA BOCA - COM DE REFEICOES LTDA,CENTRO,1995-01-01,-25.4311227,-49.2644187,Lanchonete
CAFE CAHUE LTDA,CENTRO,2006-11-01,-25.4353696,-49.2639463,Jogo
RESTAURANTE MEZANINO DAS ARTES,CENTRO,2013-01-23,-25.4341749,-49.2826223,Restaurante
NINA KASSIN - EPP,CENTRO,2003-09-01,-25.4319009,-49.2659844,Lanchonete
CALEVI BAR & RESTAURANTE LTDA,CENTRO,1998-08-18,-25.4263163,-49.2689187,Bar/Choperia
CAFÉ PARIS,CENTRO,2002-12-15,-25.4291217,-49.2748674,Café
PRETEXTO CAFE BAR LTDA,CENTRO,2003-10-01,-25.4291842,-49.2731046,Café
SILVIO APARECIDO PEREIRA,CENTRO,1980-02-01,-25.4303511,-49.2626302,Bar/Choperia
ACAO SOCIAL DO PARANA,CENTRO,2007-08-08,-25.4370692,-49.2744387,Restaurante
MCPJ COMERCIO DE BEBIDAS E ALIMENTOS LTDA,BATEL,2007-01-11,-25.444462,-49.2938668,Bar/Choperia
MOOVE BAR E RESTAURANTE,BATEL,2004-06-29,-25.4448506,-49.2947198,Bar/Choperia
CASA VERDE RESTAURANTE,CENTRO,2005-05-16,-25.4260948,-49.261573,Bar/Choperia
HOPE COFFEE SHOP,CENTRO,2012-11-19,-25.4261963,-49.2633071,Café
OUTBACK STEAKHOUSE,CENTRO,2014-01-06,-25.4409909,-49.2774894,Franquia
L'OSTERIA CONCHETA,BATEL,2011-09-28,-25.4369366,-49.2813541,Restaurante
GUAN BACHUA,CENTRO,2000-05-08,-25.4312247,-49.2687208,Lanchonete
LUI & FUMANERI LTDA,CENTRO,2001-03-19,-25.4332599,-49.2647073,Lanchonete
TANIGUSHI & TANIGUSHI LTDA,CENTRO,2001-12-06,-25.4349518,-49.2748771,Lanchonete
MARIA DILMA DE SOUZA FERREIRA,TATUQUARA,1997-12-22,-25.5500654,-49.3010494,Jogo
ZINHO LANCHES LTDA,CENTRO,1989-08-07,-25.4287029,-49.2684594,Bar/Choperia
ZABEL EMPORIO,CENTRO,2011-05-30,-25.4324017,-49.2666191,Lanchonete
PASTELARIA E LANCHONETE TANK LTDA,CENTRO,1998-08-01,-25.4334808,-49.2655304,Pastelaria
NINA CAFE,CENTRO,2014-01-28,-25.4372778,-49.2708142,Café
STAZIAKI & STAZIAKI LTDA,CENTRO,2002-08-30,-25.4412212,-49.27769,Bar/Choperia
LANCHONETE DO DOMINGOS,CENTRO,1997-04-02,-25.4353368,-49.2668752,Lanchonete
CTA APOIO ADMINISTRATIVO,CENTRO,2012-10-10,-25.4327412,-49.2589758,Restaurante
HAPPY RANGO,CENTRO,2006-02-23,-25.4342684,-49.2768547,Bar/Choperia
PIZZARIA MINI PRECO LTDA ME,TATUQUARA,1991-12-02,-25.5647734,-49.3392573,Pizzaria
ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,CENTRO,2010-10-18,-25.4412212,-49.27769,Lanchonete
JOSELIA VICENTE DO AMARAL,CENTRO,1998-06-04,-25.435823,-49.2773102,Lanchonete
RESTAURANTE BINGSU LTDA-ME,CENTRO,2011-05-10,-25.4342382,-49.2647094,Lanchonete
RESTAURANTE PONTO SETTI LTDA,CENTRO,2007-04-01,-25.4284845,-49.2676913,Restaurante
MARIA ZENIR SANTANA,CENTRO,2001-06-01,-25.4325936,-49.2780412,Pizzaria
MARIANE FIORENZA VIEIRA,CENTRO,1999-10-21,-25.43306,-49.2732036,Bar/Choperia
AUSSIE - COMERCIO DE BEBIDAS E ALIMENTOS LTDA,BATEL,2002-06-11,-25.4385419,-49.2819465,Restaurante
FLORAL CAFE LTDA,CENTRO,2002-09-20,-25.4337681,-49.2811529,Café
DUJA BAR E RESTAURANTE,CENTRO,2008-06-20,-25.4263406,-49.2639206,Bar/Choperia
PASTA PONTO,CENTRO,2010-05-31,-25.4352558,-49.2785467,Restaurante
E & T RESTAURANTE E LANCHONETE LTDA,CENTRO,2002-10-11,-25.4301849,-49.2663313,Lanchonete
ARGUILES BAR LTDA - ME,BATEL,2008-06-12,-25.4449769,-49.2938709,Bar/Choperia
AURACI R DA S  SANTOS ME,CENTRO,2000-04-15,-25.4299234,-49.2737398,Bar/Choperia
SUSHIAKI,CENTRO,2005-01-24,-25.4412212,-49.27769,Típico
BIER HOFF,CENTRO,2005-09-13,-25.4412212,-49.27769,Bar/Choperia
PANTERA NEGRA,CENTRO,2004-10-19,-25.4303008,-49.2755907,Restaurante
PIZZARIA MILENIO LTDA - ME,TATUQUARA,2011-11-25,-25.5634815,-49.3325327,Pizzaria
PASTELARIA HANG HO LTDA,CENTRO,1996-10-17,-25.4342684,-49.2715583,Pastelaria
PONTO DA GULA,CENTRO,2006-08-02,-25.4311227,-49.2644187,Lanchonete
KA CHAN RESTAURANTE E LANCHONETE LTDA,CENTRO,2002-01-02,-25.4412212,-49.27769,Lanchonete
NEUSA SANTOS - HERBALIFE STORE,CENTRO,2013-11-05,-25.431853,-49.2759434,Lanchonete
RR ALIMENTOS LTDA - ME,CENTRO,2013-09-05,-25.4326027,-49.2699086,Lanchonete
GRILL & CIA,CENTRO,2010-07-08,-25.4329248,-49.267989,Churrascaria/Grill
.,CENTRO,2004-06-08,-25.43162,-49.2658946,Lanchonete
L A  PICHIER,CENTRO,1989-04-01,-25.4296069,-49.2691935,Lanchonete
LANCHONETE KOWALSKI LTDA,CENTRO,2002-11-14,-25.438159,-49.2686193,Lanchonete
JOSE SIRELI CUSTODIO,CENTRO,1997-02-20,-25.429777,-49.2632625,Lanchonete
II GASTRONOMIA JAPONESA,CENTRO,2009-03-04,-25.4352558,-49.2785467,Gourmet
GIRAFFAS,CENTRO,2004-04-02,-25.4412212,-49.27769,Franquia
VAL LANCHES ESPECIAIS,BATEL,2013-10-14,-25.4401938,-49.282022,Lanchonete
LA VIE CAFÉ,CENTRO,2002-04-29,-25.4352558,-49.2785467,Café
GARDEN CAFE,CENTRO,2012-11-14,-25.4255314,-49.2701913,Café
F.F. REIS REPRESENTACOES,CENTRO,2008-12-23,-25.4412212,-49.27769,Restaurante
MADERO BATEL,BATEL,2012-03-27,-25.4461524,-49.2950554,Franquia
EL TACO LANCHES LTDA,CENTRO,1993-08-10,-25.4304671,-49.2690949,Lanchonete
EROTIDE PEZZI,CENTRO,1980-04-01,-25.427462,-49.2679872,Lanchonete
CONFEITARIA CARAMELADA LTDA,BATEL,2002-12-01,-25.4385486,-49.2817057,Padaria/Confeitaria
KANSAI RESTAURANTE JAPONES LTDA,BATEL,2003-01-05,-25.4411015,-49.2801219,Típico
COSTELARIA SABOR DO MEIO DIA LTDA,CENTRO,2000-05-29,-25.431815,-49.276554,Restaurante
AMARAL REIS E RIBAS LTDA - ME,CENTRO,1991-01-02,-25.4345923,-49.2763081,Pizzaria
RESTAURANTE SMC LTDA,CENTRO,2002-05-20,-25.4348422,-49.2671262,Restaurante
RAVAGLIO ALIMENTACOES LTDA,CENTRO,2003-04-11,-25.4313898,-49.275837,Restaurante
COLOSSO BAR LTDA,BATEL,2003-03-10,-25.4359028,-49.2848638,Bar/Choperia
LELIA OLIVEIRA,CENTRO,1995-03-27,-25.4149866,-49.2713435,Restaurante
JANKO ILIC RESTAURANTE SALE & PEPE,CENTRO,2002-05-30,-25.4291489,-49.2662055,Restaurante
EUROTEL LTDA,CENTRO,2003-05-24,-25.4376856,-49.2782102,Restaurante
WSK COMERCIO DE ALIMENTOS LTDA,CENTRO,2003-04-25,-25.4412212,-49.27769,Restaurante
LANCHONETE MISTER DUDU LTDA,CENTRO,2003-05-06,-25.4319461,-49.2637952,Lanchonete
RESTAURANTE ALMA LUSA LTDA,BATEL,2000-06-15,-25.44423,-49.288016,Restaurante
T X ALIMENTOS LTDA,CENTRO,2003-07-01,-25.4284939,-49.2682064,Bar/Choperia
FLAMENCO CAFE LTDA,CENTRO,2003-05-15,-25.4301993,-49.2778723,Café
VANILZA FRANCA,CENTRO,2010-01-25,-25.4383333,-49.279039,Lanchonete
RESTAURANTE MARINHEIRO LTDA,CENTRO,1984-05-02,-25.4343007,-49.2795046,Bar/Choperia
C L M ALIMENTOS LTDA,CENTRO,1996-07-01,-25.4412212,-49.27769,Lanchonete
RESTAURANTE SABOR DA NONA LTDA,CENTRO,2008-04-29,-25.4292147,-49.2692776,Pizzaria
BERNARDETE SIMAS & CIA LTDA,CENTRO,2001-11-01,-25.4277174,-49.2709759,Restaurante
D-VINYL BAR LTDA,BATEL,1999-12-09,-25.4371807,-49.286903,Bar/Choperia
ALEMAO DO BATEL,BATEL,2003-07-21,-25.442061,-49.2869508,Restaurante
SALDANHA MOREIRA COMÉRCIO DE LANCHES ESPECIAIS LTDA,CENTRO,2003-02-10,-25.4313563,-49.2795614,Bar/Choperia
RESTAURANTE E LANCHONETE COLISEU,CENTRO,1987-08-20,-25.4314452,-49.2666846,Bar/Choperia
ERA ALIMENTOS LTDA - ME,CENTRO,2013-03-12,-25.4331209,-49.2709967,Lanchonete
SUELI APARECIDA MORAES,CENTRO,2008-05-12,-25.43606,-49.2718695,Lanchonete
SUELI CORDEIRO DA SILVA ME,CENTRO,2003-09-05,-25.4263406,-49.2639206,Restaurante
PADILHA E RAMALHO LTDA,TATUQUARA,2002-10-15,-25.5634834,-49.3348791,Lanchonete
EVALDO THOME,CENTRO,2000-02-02,-25.4306408,-49.284527,Restaurante
RESTAURANTE E LANCH JOHN S LTDA,CENTRO,1982-11-01,-25.4351287,-49.2715424,Mercado/Mercearia
EDSON RUBENS DE LACERDA,CENTRO,2003-09-01,-25.4314808,-49.260209,Lanchonete
SOLAR DO BOSQUE LTDA,BATEL,2002-07-31,-25.4462549,-49.2961989,Pizzaria
KATTE CAFE,BATEL,2002-08-01,-25.4387761,-49.2835014,Café
SUMATRA BAR E RESTAURANTE LTDA,BATEL,2003-07-17,-25.4438183,-49.2920118,Bar/Choperia
AGX COMERCIO DE ALIMENTOS LTDA,BATEL,2010-04-06,-25.4415655,-49.285417,Pizzaria
BURGER PLACE-COMERCIO DE ALIMENTOS LTDA,BATEL,1989-02-01,-25.4419411,-49.278198,Fastfood
DAMA CONFEITARIA E RESTAURANTE LTDA,BATEL,1992-01-15,-25.440996,-49.2791564,Padaria/Confeitaria
CANTINA MARTINS,CENTRO,2003-09-03,-25.4313667,-49.2728778,Cantina
BUFFET RECCINI,CENTRO,2003-10-01,-25.4263406,-49.2639206,Restaurante
JANETE BUENO DA ROSA KEPKA,BATEL,2003-11-28,-25.4430133,-49.2899372,Lanchonete
BUSS CONSERVAÇÕES,TATUQUARA,2003-12-01,-25.5632687,-49.3348876,Restaurante
SIMIONI & BRITO LTDA,CENTRO,2001-08-08,-25.4341,-49.260972,Pizzaria
RESTAURANTE ESQUINA DO SABOR,CENTRO,2010-09-20,-25.4378924,-49.2767379,Lanchonete
LUCIA MARIA DE JESUS ALVES - RESTAURANTE,CENTRO,1995-09-11,-25.4305133,-49.2683317,Lanchonete
EZILDA MARA MACHADO SIMOES,CENTRO,2001-12-15,-25.4313632,-49.2640382,Lanchonete
ROSANGELA DE ARAUJO,CENTRO,2001-11-12,-25.432609,-49.2634106,Lanchonete
BAR E LANCHONETE RIVALDOLTDA,TATUQUARA,2002-03-01,-25.5508914,-49.2961218,Bar/Choperia
IL BORGO FOCACCERIA SICILIANA LTDA - ME,CENTRO,2003-11-12,-25.4312946,-49.2761259,Pizzaria
DIMANTU,CENTRO,2001-04-01,-25.431815,-49.276554,Bar/Choperia
NILTON BARRETO LINO DE MORAES,CENTRO,2004-03-01,-25.4311971,-49.2745147,Bar/Choperia
RESTAURANTE FEITO A MAO,CENTRO,2004-01-30,-25.4289015,-49.269338,Lanchonete
RESTAURANTE FORNALHA,CENTRO,1999-11-25,-25.4324032,-49.2629162,Restaurante
VICENTE CICCARINO NETO,BATEL,1988-02-10,-25.4395575,-49.2878308,Restaurante
SPOLETTO,CENTRO,2004-06-03,-25.4412212,-49.27769,Bar/Choperia
RESTAURANTE MORANGA SABORES DO MUNDO,BATEL,1999-10-21,-25.4385486,-49.2817057,Restaurante
FARIAS & BERMUDEZ LTDA,CENTRO,2004-06-07,-25.4345844,-49.2749135,Bar/Choperia
VAMB RESTAURANTE LTDA ME,CENTRO,2001-08-20,-25.4322366,-49.2644161,Bar/Choperia
MESA SANA CORPORE SANO RESTAURANTE BAR,CENTRO,2004-01-01,-25.4301241,-49.2650026,Bar/Choperia
E L SOARES E CIA LTDA,CENTRO,2003-08-14,-25.4281784,-49.2721833,Jogo
W COSTA DE ALMEIDA ME,CENTRO,2003-09-01,-25.4292229,-49.2681032,Lanchonete
MATHEUS RESTAURANTE E BAR,BATEL,2004-12-01,-25.4464379,-49.2941396,Bar/Choperia
KOHI CAFE & CIA,CENTRO,2011-08-12,-25.4301849,-49.2663313,Café
HAMILTON DOS REIS,CENTRO,1989-08-02,-25.4334937,-49.2721824,Lanchonete
CREPANA LTDA,BATEL,2001-06-13,-25.4386559,-49.2837049,Bar/Choperia
RESTAURANTE E LANCHONETE PETRY LTDA,CENTRO,2000-12-29,-25.4385605,-49.2696014,Lanchonete
RESTAURANTE TREZE,CENTRO,2008-05-19,-25.4275482,-49.2672784,Lanchonete
NIVALDO DE OLIVEIRA - LANCHES,CENTRO,2001-02-01,-25.4337661,-49.2724452,Lanchonete
KAERU RESTAURANTE,CENTRO,2003-05-25,-25.4284845,-49.2676913,Lanchonete
C J L RESTAURANTE LTDA - ME,CENTRO,1999-03-01,-25.4291992,-49.2663979,Restaurante
MARGHERITA LANCHES LTDA - ME,BATEL,1994-03-03,-25.4452682,-49.2947706,Lanchonete
BOMBONIERES VITORIA LTDA,CENTRO,1988-11-11,-25.4309824,-49.2784477,Lanchonete
PETROLINA SCHMITZ,CENTRO,2004-11-01,-25.4309742,-49.262963,Pizzaria
PACHECO & SIMAS LTDA,CENTRO,1999-05-15,-25.4263406,-49.2639206,Bar/Choperia
RESTAURANTE BISPO DOM JOSÉ LTDA-EPP,BATEL,2003-04-17,-25.4462311,-49.2961653,Pizzaria
BAR FREGUESIA,BATEL,2009-05-20,-25.4355801,-49.2827423,Bar/Choperia
MARIA CRISTINA DE SOUZA,CENTRO,1983-11-01,-25.4301775,-49.2760889,Bar/Choperia
LANCHONETE E RESTAURANTE ZHEN BAO LTDA,CENTRO,2006-05-23,-25.4340594,-49.2716374,Lanchonete
BAR E LANCHES DO CONTERRANEO LTDA,CENTRO,1990-07-15,-25.4371796,-49.269244,Bar/Choperia
MISRER KM LANCHES,CENTRO,2004-02-01,-25.4339507,-49.2632834,Bar/Choperia
LANCHONETE E PASTELARIA GOLDEN STAR,CENTRO,2004-11-18,-25.43397,-49.2736907,Pastelaria
SCOUT CLUB RESTAURANTE LTDA ME,CENTRO,1996-11-30,-25.4401737,-49.2780087,Lanchonete
CENTRAL KILO GRILL,CENTRO,2004-03-01,-25.4322115,-49.2775375,Churrascaria/Grill
LANCHONETE KAIPING LTDA,CENTRO,2002-06-01,-25.4344741,-49.2672436,Lanchonete
JAIREMA REFEICOES LTDA,CENTRO,1990-12-01,-25.4319461,-49.2637952,Lanchonete
AMAL KASSEM SHAHLA,CENTRO,2005-03-28,-25.4314691,-49.2695435,Lanchonete
CAFE DA MADRUGADA,CENTRO,2003-06-02,-25.43101,-49.2771532,Café
AUTENTICO BAR,CENTRO,2005-02-23,-25.4372127,-49.2769486,Bar/Choperia
POLI ALIMENTOS E BIBIDAS LTDA,BATEL,2004-07-29,-25.4385486,-49.2817057,Restaurante
SAO VICENTE CHOPARIA E PETISCARIA LTDA,BATEL,2001-05-17,-25.4359361,-49.2840021,Bar/Choperia
ARIEL MILLER,BATEL,1997-03-01,-25.4378319,-49.2921275,Restaurante
MISALE REFEIÇÕES LTDA - ME,CENTRO,2005-05-20,-25.4328478,-49.2594124,Bar/Choperia
CROISSANT HAUS,CENTRO,1990-02-01,-25.4381693,-49.274043,Típico
PONTO VITAL PANIFICADORA E LANCHONETE LTDA,CENTRO,1989-11-01,-25.431559,-49.2608967,Pizzaria
DONA DOIDA,CENTRO,2011-12-28,-25.4305748,-49.2844419,Bar/Choperia
CAFETERIA LUCCA,BATEL,2005-07-01,-25.4381364,-49.2867109,Café
LANCHONETE E PASTELARIA FON YUN LTDA,CENTRO,2004-09-20,-25.4319489,-49.2678118,Pastelaria
RPMA RESTAURANTE EVENTOS E PARTICIPACOES LTDA,BATEL,2005-05-01,-25.4382656,-49.2807711,Restaurante
ROSMARINO GRILL E MASSAS,CENTRO,2005-06-09,-25.4314357,-49.2759575,Churrascaria/Grill
VALDECI RIBEIRO DA SILVA E CIA LTDA,CENTRO,2005-09-01,-25.4291229,-49.268124,Lanchonete
COMERCIO DE ALIMENTOS PORTUGUESES LTDA,BATEL,2001-09-21,-25.4379399,-49.2837387,Pizzaria
SALETE GIRARDELI DE OLIVEIRA ME,CENTRO,2001-08-15,-25.4284845,-49.2676913,Restaurante
ENZO BAR E RESTAURANTE,CENTRO,2005-08-11,-25.4349518,-49.2748771,Bar/Choperia
RESTAURANTE SHIZEN,CENTRO,2004-11-30,-25.4323345,-49.2605872,Lanchonete
SONIA MARIA MADEIRAS SUPLICY DE LACERDA,BATEL,1988-06-15,-25.4412782,-49.2849884,Cantina
BIN 608 LOUNGE BAR,CENTRO,2003-12-01,-25.4333074,-49.2808858,Bar/Choperia
BUFFET SENHORA FOME LTDA,CENTRO,2005-09-15,-25.4329538,-49.271959,Restaurante
BAR NICK HAVANA LTDA,CENTRO,1990-11-01,-25.4300512,-49.2617946,Bar/Choperia
SILVIA E QUEIROZ LTDA,CENTRO,2004-11-01,-25.4317536,-49.2731487,Restaurante
ZOE BAR,BATEL,2005-02-21,-25.4433525,-49.2886974,Bar/Choperia
RESTAURANTE GUTE KUCHE,CENTRO,2005-10-25,-25.4369132,-49.2652023,Restaurante
CARMO & RODRIGUES RESTAURANTE LTDA,CENTRO,2006-02-02,-25.4364977,-49.2702223,Restaurante
LUCAS RESTAURANTE E LANCHONETE,CENTRO,2005-12-13,-25.4301849,-49.2663313,Lanchonete
PUROPANE PANIFICADORA E CONFEITARIA LTDA,BATEL,1993-05-01,-25.4407093,-49.2795287,Padaria/Confeitaria
PASTELARIA NG,CENTRO,2005-10-25,-25.4282061,-49.2692931,Pastelaria
QUIMBAYA LANCHONETE LTDA - ME,CENTRO,2003-03-15,-25.4359952,-49.271971,Lanchonete
MISSORI GOURMET DELI,BATEL,2006-02-20,-25.436568,-49.2822726,Gourmet
BOM SABOR,CENTRO,2005-03-01,-25.4279166,-49.2644224,Lanchonete
BOCA BENDITA RESTAURANTE LTDA,CENTRO,2002-12-20,-25.4319187,-49.2744865,Bar/Choperia
CECILIA HARMATIUK ME,CENTRO,2007-04-02,-25.431188,-49.2776741,Lanchonete
VITORIA FAST GRILL,CENTRO,2004-08-19,-25.4287877,-49.2730426,Churrascaria/Grill
BABA SALIM COMERCIO DE ALIMENTOS LTDA,CENTRO,1994-08-11,-25.4276611,-49.2653995,Bar/Choperia
DOCE SABOR,CENTRO,2013-11-27,-25.4412212,-49.27769,Lanchonete
COMERCIO DE ALIEMNTOS RRC LTDA,CENTRO,1994-08-01,-25.4314997,-49.2779243,Pizzaria
J L KITANI LANCHONETE,CENTRO,2007-03-15,-25.4325396,-49.2697992,Lanchonete
PAPA PASTEL LTDA,CENTRO,2001-06-01,-25.4307359,-49.2754045,Pastelaria
PASTELARIA DO JOAO LTDA,CENTRO,2002-01-15,-25.4287699,-49.2683391,Pastelaria
LUCAS CATAFESTA CITON,CENTRO,2013-11-28,-25.4300512,-49.2617946,Padaria/Confeitaria
M S KOLCZYCKI LTDA,CENTRO,2002-07-01,-25.4307471,-49.2742077,Restaurante
HIRUMA & HIRUMA LTDA,CENTRO,1997-07-01,-25.4301849,-49.2663313,Bar/Choperia
KASTELLER & KASTELLER LTDA,CENTRO,1991-05-02,-25.4331188,-49.2712772,Lanchonete
ESQUENTA,CENTRO,2012-10-11,-25.4327904,-49.2594411,Jogo
LANCHONETE PASTELARIA E RESTAURANTE LI FA LTDA,CENTRO,2005-10-01,-25.4294093,-49.2723068,Pastelaria
MINEIRA COM LTDA,CENTRO,2001-07-20,-25.4352783,-49.2755171,Típico
BAR E MERCEAR ESTRELA JAPONESA LT,CENTRO,1988-04-01,-25.4315367,-49.2642237,Típico
MORIA REVISTARIA E PRESENTES,CENTRO,2003-06-27,-25.4309583,-49.2774877,Lanchonete
BAR E RESTAURANTE HONGDANY LTDA,CENTRO,1992-04-01,-25.4347938,-49.2752366,Bar/Choperia
VIVA A VIDA GASTRONOMIA,CENTRO,2006-07-15,-25.4276622,-49.2652656,Pizzaria
RESTAURANTE E LANCHONETE HE PING LTDA,CENTRO,2004-06-01,-25.4375087,-49.2686931,Lanchonete
ZELIA SILVA,CENTRO,1984-02-01,-25.4311075,-49.2752965,Restaurante
FABRICA DE SONHOS LTDA,CENTRO,1993-04-19,-25.4338078,-49.279344,Padaria/Confeitaria
TOCA DOS SABORES DO AIPIM LTDA,CENTRO,2006-03-01,-25.4311227,-49.2644187,Lanchonete
MIZZ CULINARIA COREANA,CENTRO,2009-12-14,-25.4396983,-49.2745216,Restaurante
MAISON DOUCE-DOCES  SALGADOS E MASSAS LTDA,CENTRO,1992-06-01,-25.4314749,-49.2760535,Padaria/Confeitaria
KLINGER'S PUB,CENTRO,2003-09-22,-25.4378553,-49.2753822,Bar/Choperia
CAFE RITZ,CENTRO,2004-08-17,-25.436772,-49.2799468,Café
CIA DO PASTEL,BATEL,2010-08-20,-25.4374326,-49.2911149,Pastelaria
FILE & FRITAS-COMERC DE ALIMEN LT,CENTRO,1992-06-01,-25.4301849,-49.2663313,Lanchonete
NINA KASSIN,CENTRO,2011-01-19,-25.4319009,-49.2659844,Lanchonete
KHEMANI RESTAURANTE LTDA ME,BATEL,2003-05-10,-25.4405615,-49.2957331,Restaurante
TRIESTTE CAFE LTDA,BATEL,2013-07-26,-25.4431516,-49.2908574,Café
